Time(s),Extension(mm),Load(N),Flexure stress(MPa),Flexure strain (Extension)(mm/mm)
205.40000,17.31487,765.94476,636.04840,0.02793
205.50000,17.32318,766.03723,636.12518,0.02794
205.60000,17.33148,766.21857,636.27576,0.02795
205.70000,17.33982,766.44214,636.46143,0.02797
205.80000,17.34815,766.79669,636.75586,0.02798
205.90000,17.35648,767.24078,637.12463,0.02799
206.00000,17.36479,767.31854,637.18921,0.02801
206.10000,17.37320,767.69965,637.50568,0.02802
206.20000,17.38161,767.99475,637.75073,0.02803
206.30000,17.38986,767.85986,637.63873,0.02805
206.40000,17.39814,768.13458,637.86688,0.02806
206.50000,17.40648,768.44336,638.12329,0.02807
206.60000,17.41480,768.65118,638.29584,0.02809
206.70000,17.42317,768.88031,638.48615,0.02810
206.80000,17.43149,769.18555,638.73962,0.02811
206.90000,17.43981,769.55548,639.04681,0.02813
207.00000,17.44826,769.41705,638.93182,0.02814
207.10000,17.45658,769.90399,639.33618,0.02815
207.20000,17.46486,770.16339,639.55164,0.02817
207.30000,17.47318,770.17719,639.56305,0.02818
207.40000,17.48142,770.50818,639.83795,0.02819
207.50000,17.48978,770.60388,639.91742,0.02821
207.60000,17.49816,770.63141,639.94025,0.02822
207.70000,17.50648,771.22009,640.42908,0.02823
207.80000,17.51491,771.62048,640.76160,0.02825
207.90000,17.52325,771.61823,640.75970,0.02826
208.00000,17.53149,772.03546,641.10620,0.02827
208.10000,17.53990,772.30029,641.32611,0.02829
208.20000,17.54821,772.56476,641.54572,0.02830
208.30000,17.55641,772.95129,641.86670,0.02831
208.40000,17.56479,772.92133,641.84180,0.02833
208.50000,17.57316,773.48676,642.31134,0.02834
208.60000,17.58150,773.44049,642.27295,0.02836
208.70000,17.58991,773.79993,642.57141,0.02837
208.80000,17.59821,773.85730,642.61908,0.02838
208.90000,17.60655,774.25476,642.94910,0.02840
209.00000,17.61489,774.26526,642.95782,0.02841
209.10000,17.62316,774.50024,643.15295,0.02842
209.20000,17.63141,775.05035,643.60980,0.02844
209.30000,17.63981,775.03979,643.60101,0.02845
209.40000,17.64816,775.15674,643.69812,0.02846
209.50000,17.65652,775.66113,644.11700,0.02848
209.60000,17.66490,775.69238,644.14294,0.02849
209.70000,17.67320,776.01868,644.41388,0.02850
209.80000,17.68155,776.09131,644.47424,0.02852
209.90000,17.68986,776.42303,644.74969,0.02853
210.00000,17.69816,776.70752,644.98590,0.02854
210.10000,17.70649,777.05316,645.27295,0.02856
210.20000,17.71485,777.14044,645.34540,0.02857
210.30000,17.72311,777.32581,645.49933,0.02858
210.40000,17.73149,777.57861,645.70929,0.02860
210.50000,17.73993,777.70050,645.81049,0.02861
210.60000,17.74821,778.07953,646.12524,0.02862
210.70000,17.75651,778.15662,646.18927,0.02864
210.80000,17.76483,778.80054,646.72400,0.02865
210.90000,17.77315,779.18109,647.03998,0.02866
211.00000,17.78152,779.20209,647.05743,0.02868
211.10000,17.78980,779.12927,646.99695,0.02869
211.20000,17.79813,779.47754,647.28619,0.02870
211.30000,17.80652,779.64795,647.42767,0.02872
211.40000,17.81489,780.03473,647.74884,0.02873
211.50000,17.82318,780.01917,647.73596,0.02875
211.60000,17.83150,780.41650,648.06592,0.02876
211.70000,17.83986,780.44684,648.09106,0.02877
211.80000,17.84815,780.95142,648.51007,0.02879
211.90000,17.85647,781.02393,648.57031,0.02880
212.00000,17.86485,781.36420,648.85284,0.02881
212.10000,17.87319,781.73651,649.16205,0.02883
212.20000,17.88152,781.89209,649.29126,0.02884
212.30000,17.88988,782.09564,649.46027,0.02885
212.40000,17.89819,782.30627,649.63519,0.02887
212.50000,17.90652,782.64807,649.91901,0.02888
212.60000,17.91482,783.04761,650.25079,0.02889
212.70000,17.92310,782.83551,650.07465,0.02891
212.80000,17.93149,783.16425,650.34766,0.02892
212.90000,17.93989,783.40601,650.54840,0.02893
213.00000,17.94815,783.83569,650.90521,0.02895
213.10000,17.95652,784.06396,651.09479,0.02896
213.20000,17.96486,784.25000,651.24927,0.02897
213.30000,17.97319,784.55743,651.50458,0.02899
213.40000,17.98153,784.48956,651.44818,0.02900
213.50000,17.98977,784.51434,651.46881,0.02901
213.60000,17.99812,784.99133,651.86487,0.02903
213.70000,18.00652,785.34088,652.15515,0.02904
213.80000,18.01485,785.85522,652.58228,0.02905
213.90000,18.02319,785.99261,652.69635,0.02907
214.00000,18.03156,785.91504,652.63196,0.02908
214.10000,18.03987,786.40259,653.03680,0.02909
214.20000,18.04816,786.40192,653.03625,0.02911
214.30000,18.05649,786.85925,653.41602,0.02912
214.40000,18.06479,786.85358,653.41132,0.02913
214.50000,18.07317,787.39563,653.86145,0.02915
214.60000,18.08145,787.38507,653.85266,0.02916
214.70000,18.08983,787.81354,654.20850,0.02918
214.80000,18.09827,788.01733,654.37769,0.02919
214.90000,18.10653,788.30969,654.62048,0.02920
215.00000,18.11485,788.42743,654.71826,0.02922
215.10000,18.12315,788.59283,654.85559,0.02923
215.20000,18.13144,788.89600,655.10736,0.02924
215.30000,18.13985,788.90039,655.11102,0.02926
215.40000,18.14814,789.40063,655.52643,0.02927
215.50000,18.15645,789.19214,655.35327,0.02928
215.60000,18.16491,789.57855,655.67413,0.02930
215.70000,18.17326,789.71185,655.78485,0.02931
215.80000,18.18155,790.23059,656.21564,0.02932
215.90000,18.18987,790.10217,656.10901,0.02934
216.00000,18.19814,790.61774,656.53711,0.02935
216.10000,18.20648,790.57922,656.50513,0.02936
216.20000,18.21481,790.84955,656.72961,0.02938
216.30000,18.22312,791.36157,657.15479,0.02939
216.40000,18.23155,791.31360,657.11493,0.02940
216.50000,18.23989,791.56158,657.32086,0.02942
216.60000,18.24820,792.09619,657.76483,0.02943
216.70000,18.25656,792.25348,657.89545,0.02944
216.80000,18.26489,792.34027,657.96753,0.02946
216.90000,18.27312,792.29065,657.92633,0.02947
217.00000,18.28144,793.03088,658.54102,0.02948
217.10000,18.28978,793.13928,658.63104,0.02950
217.20000,18.29817,793.33331,658.79218,0.02951
217.30000,18.30653,793.48767,658.92035,0.02952
217.40000,18.31488,793.77002,659.15479,0.02954
217.50000,18.32321,794.15161,659.47168,0.02955
217.60000,18.33157,794.15533,659.47479,0.02957
217.70000,18.33989,794.28119,659.57928,0.02958
217.80000,18.34809,794.74481,659.96429,0.02959
217.90000,18.35644,794.62903,659.86810,0.02961
218.00000,18.36481,794.93616,660.12317,0.02962
218.10000,18.37315,795.32306,660.44446,0.02963
218.20000,18.38152,795.50061,660.59192,0.02965
218.30000,18.38988,795.64069,660.70819,0.02966
218.40000,18.39823,796.17035,661.14807,0.02967
218.50000,18.40656,796.05548,661.05267,0.02969
218.60000,18.41487,796.41852,661.35413,0.02970
218.70000,18.42313,796.51190,661.43170,0.02971
218.80000,18.43150,796.72968,661.61255,0.02973
218.90000,18.43981,796.88190,661.73895,0.02974
219.00000,18.44812,797.22864,662.02686,0.02975
219.10000,18.45653,797.37366,662.14728,0.02977
219.20000,18.46490,797.69434,662.41357,0.02978
219.30000,18.47320,798.11194,662.76038,0.02979
219.40000,18.48151,798.27551,662.89618,0.02981
219.50000,18.48987,798.27533,662.89606,0.02982
219.60000,18.49819,798.70282,663.25104,0.02983
219.70000,18.50647,798.44177,663.03424,0.02985
219.80000,18.51476,799.09125,663.57361,0.02986
219.90000,18.52314,799.01642,663.51147,0.02987
220.00000,18.53155,799.52814,663.93640,0.02989
220.10000,18.53988,799.40460,663.83380,0.02990
220.20000,18.54819,799.86212,664.21375,0.02991
220.30000,18.55652,799.93237,664.27209,0.02993
220.40000,18.56486,799.97961,664.31128,0.02994
220.50000,18.57315,800.60260,664.82861,0.02995
220.60000,18.58149,800.62299,664.84558,0.02997
220.70000,18.58981,800.69812,664.90796,0.02998
220.80000,18.59816,800.92108,665.09314,0.03000
220.90000,18.60653,801.21332,665.33582,0.03001
221.00000,18.61485,801.70508,665.74414,0.03002
221.10000,18.62324,801.83508,665.85211,0.03004
221.20000,18.63155,802.01123,665.99841,0.03005
221.30000,18.63979,802.00031,665.98932,0.03006
221.40000,18.64812,802.24921,666.19598,0.03008
221.50000,18.65651,802.57654,666.46783,0.03009
221.60000,18.66483,802.40497,666.32532,0.03010
221.70000,18.67318,802.97290,666.79694,0.03012
221.80000,18.68151,803.11304,666.91333,0.03013
221.90000,18.68986,803.55792,667.28278,0.03014
222.00000,18.69824,803.41907,667.16748,0.03016
222.10000,18.70646,803.57941,667.30060,0.03017
222.20000,18.71478,803.50055,667.23511,0.03018
222.30000,18.72319,804.17377,667.79419,0.03020
222.40000,18.73150,804.16541,667.78723,0.03021
222.50000,18.73987,804.87634,668.37762,0.03022
222.60000,18.74820,805.62457,668.99896,0.03024
222.70000,18.75653,805.76984,669.11957,0.03025
222.80000,18.76488,799.21704,663.67804,0.03026
222.90000,18.77315,739.50970,614.09650,0.03028
223.00000,18.78146,724.85956,601.93085,0.03029
223.10000,18.78983,715.99530,594.56989,0.03030
223.20000,18.79812,709.23145,588.95306,0.03032
223.30000,18.80650,704.49359,585.01874,0.03033
223.40000,18.81490,701.37433,582.42847,0.03034
223.50000,18.82318,700.57605,581.76556,0.03036
223.60000,18.83156,699.20721,580.62885,0.03037
223.70000,18.83984,697.62506,579.31506,0.03038
223.80000,18.84813,695.22150,577.31909,0.03040
223.90000,18.85652,692.80316,575.31085,0.03041
224.00000,18.86482,691.43201,574.17224,0.03043
224.10000,18.87309,690.24725,573.18842,0.03044
224.20000,18.88151,688.57410,571.79901,0.03045
224.30000,18.88992,687.26941,570.71558,0.03047
224.40000,18.89824,686.22943,569.85199,0.03048
224.50000,18.90653,683.47491,567.56464,0.03049
224.60000,18.91483,678.38928,563.34143,0.03051
224.70000,18.92317,672.27222,558.26178,0.03052
224.80000,18.93147,669.18341,555.69678,0.03053
224.90000,18.93981,664.32959,551.66614,0.03055
225.00000,18.94815,659.31549,547.50238,0.03056
225.10000,18.95651,652.30652,541.68207,0.03057
225.20000,18.96490,643.92877,534.72510,0.03059
225.30000,18.97320,633.80920,526.32172,0.03060
225.40000,18.98157,625.51520,519.43427,0.03061
225.50000,18.98987,618.68195,513.75989,0.03063
225.50200,18.99003,618.37128,513.50189,0.03063
